run_id,date,quality_score,n_points,h2o_range,run_type,isotope,fit_type,exponent,r_squared,n_fit_points,degree,coeff_0,coeff_1,coeff_2,coeff_3,coeff_4,standard_name
7,01/10,89.06979651162791,860,8519.05,individual,d18O,polynomial_2nd,,0.4406418642686445,836,2.0,-49.626642009794615,0.004934548579053184,-6.190565705191391e-07,,,
7,01/10,89.06979651162791,860,8519.05,individual,d18O,polynomial_4th,,0.44355760234119157,836,4.0,-40.96794641733833,1.4006624648992103,-0.6716122153103167,0.10986515221679612,0.008357708173150798,
18,02/16,88.92131307781648,861,4142.49,individual,dD,power_law,-0.5693442260332504,0.3442743286460487,837,,,,,,,
18,02/16,88.92131307781648,861,4142.49,individual,dD,polynomial_2nd,,0.36196112721662954,837,2.0,-252.2080490979368,-0.009389170756247357,9.636314774865905e-07,,,
18,02/16,88.92131307781648,861,4142.49,individual,dD,polynomial_4th,,0.36543073392934633,837,4.0,-271.2614483539222,-3.096429598291234,0.9571469597479444,-0.7677291547418275,0.27520784687475836,
18,02/16,88.92131307781648,861,4142.49,individual,d18O,power_law,0.6976395668002667,0.6134193307109883,837,,,,,,,
18,02/16,88.92131307781648,861,4142.49,individual,d18O,polynomial_2nd,,0.6534461076101991,837,2.0,-52.344547921212865,0.004196738681995762,-3.9161989125021076e-07,,,
18,02/16,88.92131307781648,861,4142.49,individual,d18O,polynomial_4th,,0.655138891587094,837,4.0,-43.44432826522825,2.2865549518749715,-0.6885730100474607,-0.21801278128127868,0.13363544784077275,
15,02/13,85.0799450638792,861,5169.79,individual,dD,power_law,-1.1847922232846948,0.7297683009798616,837,,,,,,,
15,02/13,85.0799450638792,861,5169.79,individual,dD,polynomial_2nd,,0.7294003018321558,837,2.0,-219.51401599914888,-0.026134622261586936,3.0350111625620087e-06,,,
15,02/13,85.0799450638792,861,5169.79,individual,dD,polynomial_4th,,0.7407686750530464,837,4.0,-268.77223062142247,-7.002507182009894,3.459218435292309,-2.197181634166187,0.6769689907539,
15,02/13,85.0799450638792,861,5169.79,individual,d18O,power_law,0.4626930507008054,0.20524187813698103,837,,,,,,,
15,02/13,85.0799450638792,861,5169.79,individual,d18O,polynomial_2nd,,0.2533062911605183,837,2.0,-44.841883615522505,0.002473053436285273,-2.753862653264767e-07,,,
15,02/13,85.0799450638792,861,5169.79,individual,d18O,polynomial_4th,,0.2552246332640492,837,4.0,-40.063203377149705,0.8704838160837718,-0.4148881041786425,0.07853141920251576,0.002927283183281403,
36,04/26,84.95953526588845,771,4821.51,individual,dD,power_law,-1.6106439599460192,0.8047239122371115,747,,,,,,,
36,04/26,84.95953526588845,771,4821.51,individual,dD,polynomial_2nd,,0.8168704178470851,747,2.0,-308.4437798339412,-0.04779153525570751,6.302502527878912e-06,,,
36,04/26,84.95953526588845,771,4821.51,individual,dD,polynomial_4th,,0.8182841538073893,747,4.0,-390.254026869381,-11.2080808779828,4.757320154840908,-0.18486089706491607,-0.24279195781935842,
36,04/26,84.95953526588845,771,4821.51,individual,d18O,power_law,0.5941804715598856,0.5385821892578617,747,,,,,,,
36,04/26,84.95953526588845,771,4821.51,individual,d18O,polynomial_2nd,,0.5605770637954941,747,2.0,-67.02263656768083,0.004891683625467897,-5.025211023418523e-07,,,
36,04/26,84.95953526588845,771,4821.51,individual,d18O,polynomial_4th,,0.5690210361425619,747,4.0,-57.86041323963571,1.3728739053530299,0.15188655585046548,0.2783677528565397,-0.19357192379058033,
6,01/09,84.91821651162792,860,4118.63,individual,dD,power_law,-1.3362801842831136,0.6347265146069936,836,,,,,,,
6,01/09,84.91821651162792,860,4118.63,individual,dD,polynomial_2nd,,0.6464649184662341,836,2.0,-220.91621813462868,-0.0278995195788456,3.6173284620095344e-06,,,
6,01/09,84.91821651162792,860,4118.63,individual,dD,polynomial_4th,,0.6517867914755562,836,4.0,-268.9415007278192,-6.472736225452085,2.779004193678087,-1.1111855806208075,0.3252592331907012,
6,01/09,84.91821651162792,860,4118.63,individual,d18O,power_law,0.5894434409100742,0.5017108864624762,836,,,,,,,
6,01/09,84.91821651162792,860,4118.63,individual,d18O,polynomial_2nd,,0.5499032201446582,836,2.0,-49.67040153531862,0.0054534764993998995,-6.501610270939544e-07,,,
6,01/09,84.91821651162792,860,4118.63,individual,d18O,polynomial_4th,,0.5516300569601211,836,4.0,-39.96744892471538,1.5807339716597035,-0.3425331915679344,0.19926308558613834,-0.09847932598618057,
19,03/03,84.8114069767442,860,6849.16,individual,dD,power_law,-1.278198906429206,0.6380436608791749,836,,,,,,,
19,03/03,84.8114069767442,860,6849.16,individual,dD,polynomial_2nd,,0.6457097621647491,836,2.0,-226.16357023277405,-0.023162493623932332,2.65604012732858e-06,,,
19,03/03,84.8114069767442,860,6849.16,individual,dD,polynomial_4th,,0.6521014174400863,836,4.0,-270.0959078226471,-6.694201536902403,2.8826473517083437,-1.5413131525325139,0.4753273718961638,
19,03/03,84.8114069767442,860,6849.16,individual,d18O,power_law,0.48256465697300266,0.3144996548851352,836,,,,,,,
19,03/03,84.8114069767442,860,6849.16,individual,d18O,polynomial_2nd,,0.3608928409824117,836,2.0,-46.9410091086644,0.0032603288909474025,-3.621150098890388e-07,,,
19,03/03,84.8114069767442,860,6849.16,individual,d18O,polynomial_4th,,0.3614434266498592,836,4.0,-40.649401392855474,1.271501587830133,-0.4889485654469591,-0.00869459737906112,0.03005508673924655,
24,03/29,83.28025851522843,591,4790.93,individual,dD,power_law,-0.8753299783761275,0.5999377081211081,567,,,,,,,
24,03/29,83.28025851522843,591,4790.93,individual,dD,polynomial_2nd,,0.6152754809325366,567,2.0,-110.05268921625346,-0.025582467499481773,3.450997137541496e-06,,,
24,03/29,83.28025851522843,591,4790.93,individual,dD,polynomial_4th,,0.6256886435919845,567,4.0,-153.67453515989908,-4.686310742431918,3.0787962041767667,-1.7783080879453128,0.4890378124653063,
24,03/29,83.28025851522843,591,4790.93,individual,d18O,power_law,0.5960866052030128,0.6445955030867077,567,,,,,,,
24,03/29,83.28025851522843,591,4790.93,individual,d18O,polynomial_2nd,,0.7406036849628771,567,2.0,-43.12592659801184,0.009309717956140254,-1.2422985568827091e-06,,,
24,03/29,83.28025851522843,591,4790.93,individual,d18O,polynomial_4th,,0.7471667115483626,567,4.0,-27.127072324167415,2.0317178432255343,-1.1747745497728255,0.48046572777990676,-0.1330963232729573,
23,03/15,81.9800406504065,861,7199.610000000001,individual,dD,power_law,-1.5434421839227848,0.7501148612344328,837,,,,,,,
23,03/15,81.9800406504065,861,7199.610000000001,individual,dD,polynomial_2nd,,0.749709307002993,837,2.0,-295.24633872284977,-0.023472059364103015,2.39734939687612e-06,,,
23,03/15,81.9800406504065,861,7199.610000000001,individual,dD,polynomial_4th,,0.7571061727830865,837,4.0,-344.7271829360813,-7.587499739866374,3.0851286046192294,-1.6392589734461176,0.47510083065861713,
23,03/15,81.9800406504065,861,7199.610000000001,individual,d18O,power_law,0.4661422751259932,0.35603175557087674,837,,,,,,,
23,03/15,81.9800406504065,861,7199.610000000001,individual,d18O,polynomial_2nd,,0.4030779170051805,837,2.0,-56.09910681294523,0.0029973795920246486,-3.093933691386193e-07,,,
23,03/15,81.9800406504065,861,7199.610000000001,individual,d18O,polynomial_4th,,0.4162532298796918,837,4.0,-49.658529658470655,1.5545475234672583,-0.9288059489987134,-0.34627240827937794,0.2507335041186297,
40,05/29,81.4460597069597,182,5820.049,individual,dD,power_law,-1.483169218275711,0.9450946044449717,175,,,,,,,
40,05/29,81.4460597069597,182,5820.049,individual,dD,polynomial_2nd,,0.8927284320657813,175,2.0,8.863515666087988,-0.09274122003575662,1.4378882071545485e-05,,,
40,05/29,81.4460597069597,182,5820.049,individual,dD,polynomial_4th,,0.9566683672182712,175,4.0,-138.69569062716891,-5.717719177867995,0.8970010155576388,2.5725007378062044,0.8474960539387436,
40,05/29,81.4460597069597,182,5820.049,individual,d18O,power_law,0.5961794450613878,0.27291214632934235,175,,,,,,,
40,05/29,81.4460597069597,182,5820.049,individual,d18O,polynomial_2nd,,0.3477686573735018,175,2.0,-25.95762786791722,0.004583744249786241,-5.320974954740406e-07,,,
40,05/29,81.4460597069597,182,5820.049,individual,d18O,polynomial_4th,,0.5090781432706439,175,4.0,-16.893419552317688,-0.0593088477961076,-0.32116235529374926,0.8592980328010701,0.20852956614536342,
17,02/15,81.08984534262484,861,3404.86,individual,dD,power_law,-1.3421057299421058,0.7338006288816882,837,,,,,,,
17,02/15,81.08984534262484,861,3404.86,individual,dD,polynomial_2nd,,0.7313856404835017,837,2.0,-216.10185177950294,-0.02773534138022296,3.237634061431407e-06,,,
17,02/15,81.08984534262484,861,3404.86,individual,dD,polynomial_4th,,0.7397496854634117,837,4.0,-267.7300915440172,-8.002939941362945,3.813482225834981,-1.6543454076301898,0.37695366398377705,
17,02/15,81.08984534262484,861,3404.86,individual,d18O,power_law,0.24623586062264494,0.11480213694328822,837,,,,,,,
17,02/15,81.08984534262484,861,3404.86,individual,d18O,polynomial_2nd,,0.153416956170789,837,2.0,-42.20930557477106,0.0023884051212688896,-3.055008017413352e-07,,,
17,02/15,81.08984534262484,861,3404.86,individual,d18O,polynomial_4th,,0.15374817385869832,837,4.0,-37.97057184782944,0.6921476953133733,-0.3507940779389137,0.029973568398008545,0.002351613455167633,
16,02/14,78.90926674418604,860,3383.21,individual,dD,power_law,-1.1829522808435966,0.6331360179786738,836,,,,,,,
16,02/14,78.90926674418604,860,3383.21,individual,dD,polynomial_2nd,,0.6316667998503431,836,2.0,-224.25085662165256,-0.02341732586248747,2.7389192847351706e-06,,,
16,02/14,78.90926674418604,860,3383.21,individual,dD,polynomial_4th,,0.6442327805040322,836,4.0,-267.78435446456746,-5.977077359926022,3.1575012851412954,-1.8384810793406827,0.45186932768568616,
16,02/14,78.90926674418604,860,3383.21,individual,d18O,power_law,0.19623284067549024,0.002813604723453933,836,,,,,,,
16,02/14,78.90926674418604,860,3383.21,individual,d18O,polynomial_2nd,,0.04183390926333108,836,2.0,-39.97859091571435,0.0015053692039702158,-2.0519594965535652e-07,,,
16,02/14,78.90926674418604,860,3383.21,individual,d18O,polynomial_4th,,0.04227258443087489,836,4.0,-37.44779246596023,0.3407496132490406,-0.09422982084761462,0.05739502889859183,-0.043361725743161834,
2,12/14,78.11680883116883,770,3808.91,individual,dD,power_law,-1.192335455876999,0.6753130518535013,746,,,,,,,
2,12/14,78.11680883116883,770,3808.91,individual,dD,polynomial_2nd,,0.6847369096516809,746,2.0,-311.3460694306888,-0.023324068551443193,2.6804167981089754e-06,,,
2,12/14,78.11680883116883,770,3808.91,individual,dD,polynomial_4th,,0.7079099688947925,746,4.0,-357.04847076794067,-5.310964923692817,4.109344707792168,-2.893340326301258,0.8149981476319611,
2,12/14,78.11680883116883,770,3808.91,individual,d18O,power_law,0.33415442377661664,0.2454447314889796,746,,,,,,,
2,12/14,78.11680883116883,770,3808.91,individual,d18O,polynomial_2nd,,0.30249157339663413,746,2.0,-55.652631547187006,0.002922253836366528,-3.4128211719349626e-07,,,
2,12/14,78.11680883116883,770,3808.91,individual,d18O,polynomial_4th,,0.3262175283429296,746,4.0,-49.89941286065962,0.5325479685485068,-0.6961153098825147,0.42666926680072387,-0.07925360346937502,
13,02/06,77.96062106852496,861,3308.1600000000003,individual,dD,power_law,-1.0827010433633248,0.6269023286310882,837,,,,,,,
13,02/06,77.96062106852496,861,3308.1600000000003,individual,dD,polynomial_2nd,,0.6289825577625,837,2.0,-306.0048940921399,-0.02383930735950142,2.828917230771956e-06,,,
13,02/06,77.96062106852496,861,3308.1600000000003,individual,dD,polynomial_4th,,0.6450477184331789,837,4.0,-350.29562460095354,-5.1024059920796505,2.6614337144272264,-2.309049163021774,0.7371355856470618,
13,02/06,77.96062106852496,861,3308.1600000000003,individual,d18O,power_law,0.40136130509397544,0.2773849726397438,837,,,,,,,
13,02/06,77.96062106852496,861,3308.1600000000003,individual,d18O,polynomial_2nd,,0.2987167184820192,837,2.0,-57.53678911128994,0.0023975999726696924,-2.3300456743749075e-07,,,
13,02/06,77.96062106852496,861,3308.1600000000003,individual,d18O,polynomial_4th,,0.2988566765995182,837,4.0,-52.72054809339212,1.0310177142144719,-0.21387006095066866,0.046412566236593615,-0.01625977072648691,
37,05/25,76.565,771,18875.94,individual,dD,power_law,-0.626861812661921,0.012474616097772673,747,,,,,,,
37,05/25,76.565,771,18875.94,individual,dD,polynomial_2nd,,0.7158839437764695,747,2.0,-245.77770412910004,0.0019810245268329424,-7.932621208967843e-08,,,
37,05/25,76.565,771,18875.94,individual,dD,polynomial_4th,,0.9058502504013667,747,4.0,-234.87496539316004,0.8248924150300739,1.5880928183231922,-0.6126393824463108,-0.9752643756188439,
37,05/25,76.565,771,18875.94,individual,d18O,power_law,-0.42863902538382065,0.32024675641632694,747,,,,,,,
37,05/25,76.565,771,18875.94,individual,d18O,polynomial_2nd,,0.6292661816983146,747,2.0,-32.02716785361912,0.00021628403944937998,-1.0073462672566129e-08,,,
37,05/25,76.565,771,18875.94,individual,d18O,polynomial_4th,,0.7997550945016731,747,4.0,-31.177056208015546,0.024601586143987306,0.37861974924431746,-0.1391223786503986,-0.15547795404862524,
4,12/15,75.19677101260505,595,3148.238,individual,dD,power_law,-1.1825951823601273,0.6368433585712334,595,,,,,,,
4,12/15,75.19677101260505,595,3148.238,individual,dD,polynomial_2nd,,0.5256417674343934,595,2.0,-82.45332075122124,-0.05447957722269857,9.193003439693153e-06,,,
4,12/15,75.19677101260505,595,3148.238,individual,dD,polynomial_4th,,0.6786210314773171,595,4.0,-157.45432203350018,-4.093798000311225,-0.1326878023511167,-0.932186980800542,0.6673147971872952,
4,12/15,75.19677101260505,595,3148.238,individual,d18O,power_law,0.29978952802831305,0.24308434245016375,595,,,,,,,
4,12/15,75.19677101260505,595,3148.238,individual,d18O,polynomial_2nd,,0.3419371768546964,595,2.0,-32.56683254482193,0.008301229179985142,-1.3429865308052583e-06,,,
4,12/15,75.19677101260505,595,3148.238,individual,d18O,polynomial_4th,,0.4101529813891255,595,4.0,-20.788834412773443,0.7492457545470947,-0.05267768984343051,0.1584430485828732,-0.08254122492312983,
1,12/13,74.93610817120623,771,3474.0999999999995,individual,dD,power_law,-1.0783986397189138,0.5368396714791304,747,,,,,,,
1,12/13,74.93610817120623,771,3474.0999999999995,individual,dD,polynomial_2nd,,0.5696822143007712,747,2.0,-238.1386658988746,-0.0209082693872149,2.4736126441523186e-06,,,
1,12/13,74.93610817120623,771,3474.0999999999995,individual,dD,polynomial_4th,,0.5822366129664396,747,4.0,-278.7401414739104,-4.665777668963035,3.311864212908179,-1.0403240799331128,0.1012162456823225,
1,12/13,74.93610817120623,771,3474.0999999999995,individual,d18O,power_law,0.19036421788055327,0.030333814008923765,747,,,,,,,
1,12/13,74.93610817120623,771,3474.0999999999995,individual,d18O,polynomial_2nd,,0.05978026050772922,747,2.0,-40.93884041987841,0.0014698173619065074,-1.8161669237548047e-07,,,
1,12/13,74.93610817120623,771,3474.0999999999995,individual,d18O,polynomial_4th,,0.06274440274929916,747,4.0,-38.141612116176255,0.2446335856970035,-0.2607098722329045,0.098339450657309,-0.009845467300696138,
39,05/28,73.65747083333333,681,14930.449999999999,individual,dD,power_law,0.20899480623877337,0.07358218417995588,657,,,,,,,
39,05/28,73.65747083333333,681,14930.449999999999,individual,dD,polynomial_2nd,,0.11168181307816216,657,2.0,-153.24810575693414,0.00047501898339938326,-1.5150460117218227e-08,,,
39,05/28,73.65747083333333,681,14930.449999999999,individual,dD,polynomial_4th,,0.13616235971910073,657,4.0,-150.01857251060517,2.170300515765788,-1.2744690127218246,-1.4237277389453429,0.6975070661804207,
39,05/28,73.65747083333333,681,14930.449999999999,individual,d18O,power_law,0.20140359051869894,0.08457243156560945,657,,,,,,,
39,05/28,73.65747083333333,681,14930.449999999999,individual,d18O,polynomial_2nd,,0.32003944212450053,657,2.0,-22.56756033342103,0.0004685847037049744,-1.96510118053344e-08,,,
39,05/28,73.65747083333333,681,14930.449999999999,individual,d18O,polynomial_4th,,0.4631774227484068,657,4.0,-19.85657756824119,-0.17449635751871734,-0.708601269538946,0.6367523887738311,-0.1496918623668776,
35,04/26,73.48783333333333,502,5001.63,individual,dD,power_law,-0.20365221083058105,0.0013159855379423213,478,,,,,,,
35,04/26,73.48783333333333,502,5001.63,individual,dD,polynomial_2nd,,0.07805806441920415,478,2.0,-388.0334481103071,-0.003325250989726319,2.2560691005238487e-07,,,
35,04/26,73.48783333333333,502,5001.63,individual,dD,polynomial_4th,,0.08234622581252071,478,4.0,-400.02954131333826,-0.197179146939805,0.17250050402855352,-0.29255242762023054,0.1715081231174538,
35,04/26,73.48783333333333,502,5001.63,individual,d18O,power_law,0.8868139086173982,0.42760978664200344,478,,,,,,,
35,04/26,73.48783333333333,502,5001.63,individual,d18O,polynomial_2nd,,0.5522375737774834,478,2.0,-63.129809937664895,0.0022850448235185537,-1.3656970836775263e-07,,,
35,04/26,73.48783333333333,502,5001.63,individual,d18O,polynomial_4th,,0.5738327357613038,478,4.0,-53.887678258593674,0.9991125845512018,-0.8061809558344323,-0.23400899048575355,0.20895671695618706,
34,04/05,73.27485269607843,255,9957.774,individual,dD,power_law,-0.5224736628136174,0.30145165413966746,248,,,,,,,
34,04/05,73.27485269607843,255,9957.774,individual,dD,polynomial_2nd,,0.6516325736972315,248,2.0,-167.82577828831364,-0.018743554492265755,1.1903892936117245e-06,,,
34,04/05,73.27485269607843,255,9957.774,individual,dD,polynomial_4th,,0.903049822526115,248,4.0,-238.26703296560808,-1.7170482267400198,-3.231032525111904,1.3668397538901926,0.7881144959669182,
34,04/05,73.27485269607843,255,9957.774,individual,d18O,power_law,0.5117600188647905,-0.5320588680339657,248,,,,,,,
34,04/05,73.27485269607843,255,9957.774,individual,d18O,polynomial_2nd,,0.7967594383049126,248,2.0,-53.32061596767111,0.005169957331516253,-3.2606996072190524e-07,,,
34,04/05,73.27485269607843,255,9957.774,individual,d18O,polynomial_4th,,0.937215635976826,248,4.0,-33.529366791894546,0.3792946467178295,0.2894876643894468,-0.1779023731680526,-0.12886184013827187,
25,03/29,71.52128901515152,66,6844.265,individual,dD,power_law,-1.1788094617337748,0.8318881015658408,59,,,,,,,
25,03/29,71.52128901515152,66,6844.265,individual,dD,polynomial_2nd,,0.9575033158713868,59,2.0,-73.80524565669313,-0.027934013885875242,2.3780845232472002e-06,,,
25,03/29,71.52128901515152,66,6844.265,individual,dD,polynomial_4th,,0.981829449826124,59,4.0,-152.6830205367606,-1.6069861756091317,1.5733740243145085,1.3564886831991216,0.5075142258979114,
25,03/29,71.52128901515152,66,6844.265,individual,d18O,power_law,0.6779730942006723,0.8506624261715795,59,,,,,,,
25,03/29,71.52128901515152,66,6844.265,individual,d18O,polynomial_2nd,,0.9183612481019807,59,2.0,-38.13989248178092,0.005034975696981285,-4.044750354860868e-07,,,
25,03/29,71.52128901515152,66,6844.265,individual,d18O,polynomial_4th,,0.9457365849367718,59,4.0,-22.57669104437234,-1.4476246721049313,1.6138079844810418,2.095659753476576,0.3533325248225523,
33,04/05,65.62799671157686,501,3325.01,individual,dD,power_law,-1.0955328273436602,0.6494437085005363,477,,,,,,,
33,04/05,65.62799671157686,501,3325.01,individual,dD,polynomial_2nd,,0.6542826044185652,477,2.0,-193.89253996637865,-0.02184593896770108,2.6180975218484896e-06,,,
33,04/05,65.62799671157686,501,3325.01,individual,dD,polynomial_4th,,0.6630747426411319,477,4.0,-234.62663257558768,-5.165966255115864,1.936687176131118,-1.5336205265956877,0.7084057279996298,
33,04/05,65.62799671157686,501,3325.01,individual,d18O,power_law,0.5450306044478395,0.5769529970287465,477,,,,,,,
33,04/05,65.62799671157686,501,3325.01,individual,d18O,polynomial_2nd,,0.6271366522287952,477,2.0,-47.23127661026432,0.005121722438840954,-5.831555024539345e-07,,,
33,04/05,65.62799671157686,501,3325.01,individual,d18O,polynomial_4th,,0.6279716003403032,477,4.0,-37.42709208721078,1.773462946810665,-0.42705025073824227,0.11824744380830429,-0.11975342273283687,
11,01/18,53.958637499999995,412,3895.9999999999995,individual,dD,power_law,-1.6504153082443207,0.03197897540300976,388,,,,,,,
11,01/18,53.958637499999995,412,3895.9999999999995,individual,dD,polynomial_2nd,,0.0642149899303538,388,2.0,-247.6340167075687,-0.04156725302354834,4.127768506986791e-06,,,
11,01/18,53.958637499999995,412,3895.9999999999995,individual,dD,polynomial_4th,,0.06510616984852557,388,4.0,-351.72861380522244,-0.8412787935161842,0.17239301657926415,0.08292394067276099,0.007750094298674686,
11,01/18,53.958637499999995,412,3895.9999999999995,individual,d18O,power_law,0.6187949189097696,-0.0009943185947016708,388,,,,,,,
11,01/18,53.958637499999995,412,3895.9999999999995,individual,d18O,polynomial_2nd,,0.026462936246877455,388,2.0,-11.815576359125767,-0.016070125598568047,1.7521553303038124e-06,,,
11,01/18,53.958637499999995,412,3895.9999999999995,individual,d18O,polynomial_4th,,0.045740131094682446,388,4.0,-48.75197708095026,-0.06898460199684678,0.3939221355489067,0.08930513696793117,-0.11221516938673094,
12,02/06,50.380828333333326,412,3001.5799999999995,individual,dD,power_law,0.1570431953717183,-0.017600108445809504,388,,,,,,,
12,02/06,50.380828333333326,412,3001.5799999999995,individual,dD,polynomial_2nd,,0.005365695900806822,388,2.0,-312.6827976338803,-0.015774034109533482,1.4396834412288206e-06,,,
12,02/06,50.380828333333326,412,3001.5799999999995,individual,dD,polynomial_4th,,0.008206294414750737,388,4.0,-355.8380397634333,0.260813555125284,-0.030979471238789063,-0.20585261257630136,0.12273889515514762,
12,02/06,50.380828333333326,412,3001.5799999999995,individual,d18O,power_law,2.2206338336640297,0.23618196112588263,388,,,,,,,
12,02/06,50.380828333333326,412,3001.5799999999995,individual,d18O,polynomial_2nd,,0.27893516840628496,388,2.0,-91.19384635429945,0.013817069863511415,-1.1481731930002979e-06,,,
12,02/06,50.380828333333326,412,3001.5799999999995,individual,d18O,polynomial_4th,,0.2879935820061592,388,4.0,-49.97463474384572,0.6548392355794082,-0.22603911263696613,-0.13275861510168713,0.05933259716293311,
21,03/04,49.98135666666667,412,2901.7100000000005,individual,dD,power_law,0.5657401958863231,-0.007499812854514065,388,,,,,,,
21,03/04,49.98135666666667,412,2901.7100000000005,individual,dD,polynomial_2nd,,0.01863908422506344,388,2.0,-289.93529142238833,0.003943882086644063,-2.756223776884148e-07,,,
21,03/04,49.98135666666667,412,2901.7100000000005,individual,dD,polynomial_4th,,0.02245569551765192,388,4.0,-276.4637115336082,0.5695555227065288,-0.10397952258068402,-0.16791244092557314,0.033025356260495145,
21,03/04,49.98135666666667,412,2901.7100000000005,individual,d18O,power_law,2.3702671832482554,0.2970497243415897,388,,,,,,,
21,03/04,49.98135666666667,412,2901.7100000000005,individual,d18O,polynomial_2nd,,0.3178336631253128,388,2.0,-66.87987684035288,0.008448428417443862,-6.497503969458605e-07,,,
21,03/04,49.98135666666667,412,2901.7100000000005,individual,d18O,polynomial_4th,,0.31817396916587193,388,4.0,-39.93354099490834,0.39831943386097596,-0.11342423550116346,-0.010219593169553965,0.018283336705383974,
3,12/15,47.87239666666667,114,357.1199999999999,individual,dD,power_law,-0.7351304646917036,-0.08099818338564213,90,,,,,,,
3,12/15,47.87239666666667,114,357.1199999999999,individual,dD,polynomial_2nd,,0.06155224224944289,90,2.0,330.0300442159835,-0.549066126192744,0.00015425870195489962,,,
3,12/15,47.87239666666667,114,357.1199999999999,individual,dD,polynomial_4th,,0.06633687401083121,90,4.0,-158.6965759269913,0.5510296828450594,2.204632106816783,-0.44974176399914645,-0.3556169405715989,
3,12/15,47.87239666666667,114,357.1199999999999,individual,d18O,power_law,1.2445426352232565,-0.018895921625503354,90,,,,,,,
3,12/15,47.87239666666667,114,357.1199999999999,individual,d18O,polynomial_2nd,,0.033259116732983984,90,2.0,34.63720808015758,-0.0683792628647995,2.0192976522161615e-05,,,
3,12/15,47.87239666666667,114,357.1199999999999,individual,d18O,polynomial_4th,,0.051012017563307865,90,4.0,-22.90276598342015,0.5791394248639885,-0.4136211852147187,-0.05338514399743921,0.14088293072933566,
